YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOMT_GALLONS,SATL_GALLONS,SPAC_GALLONS,SLAT_GALLONS,SINT_GALLONS,TS_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,NATL_GALLONS,NPAC_GALLONS,NLAT_GALLONS,MAC_GALLONS,NINT_GALLONS,TN_GALLONS,TDOMT_GALLONS,TINT_GALLONS,TOTAL_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,SATL_COST,SPAC_COST,SLAT_COST,SINT_COST,TS_COST,NALA_COST,NDOM_COST,NDOMT_COST,NATL_COST,NPAC_COST,NLAT_COST,MAC_COST,NINT_COST,TN_COST,TDOMT_COST,TINT_COST,TOTAL_COST
2022,1,1,20046,ZW,ZW,Air Wisconsin Airlines Corp,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20100,PO,PO,Polar Air Cargo Airways,3,0.00,1621728.00,0.00,8855548.00,0.00,8855548.00,10477276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1621728.00,8855548.00,10477276.00,0.00,3613937.00,3613937.00,0.00,20391012.00,0.00,20391012.00,24004949.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3613937.00,20391012.00,24004949.00
2022,1,1,20107,FX,FX,Federal Express Corporation,3,0.00,54813181.00,14876393.00,28717665.00,2048166.00,45642224.00,100455405.00,3687.00,1413626.00,1417313.00,59579.00,494832.00,54712.00,448419.00,1057542.00,2474855.00,56230494.00,46699766.00,102930260.00,0.00,131731000.00,131731000.00,35699000.00,61587000.00,5144000.00,102430000.00,234161000.00,6000.00,3421000.00,3427000.00,147000.00,1012000.00,142000.00,1210000.00,2511000.00,5938000.00,135158000.00,104941000.00,240099000.00
2022,1,1,20108,NC,NC,Northern Air Cargo Inc.,2,294890.00,294890.00,0.00,0.00,0.00,0.00,294890.00,81057.00,0.00,81057.00,0.00,0.00,0.00,0.00,0.00,81057.00,375947.00,0.00,375947.00,774086.00,0.00,774086.00,0.00,0.00,0.00,0.00,774086.00,212775.00,0.00,212775.00,0.00,0.00,0.00,0.00,0.00,212775.00,986861.00,0.00,986861.00
2022,1,1,20151,M6,M6,Amerijet International,2,0.00,0.00,0.00,0.00,634377.00,634377.00,634377.00,0.00,1909939.00,1909939.00,0.00,0.00,705373.00,0.00,705373.00,2615312.00,1909939.00,1339750.00,3249689.00,0.00,0.00,0.00,0.00,0.00,1696664.00,1696664.00,1696664.00,0.00,5108204.00,5108204.00,0.00,0.00,1886547.00,0.00,1886547.00,6994751.00,5108204.00,3583211.00,8691415.00
2022,1,1,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218250.00,218250.00,0.00,0.00,220493.00,0.00,220493.00,438743.00,218250.00,220493.00,438743.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,665042.00,665042.00,0.00,0.00,700032.00,0.00,700032.00,1365074.00,665042.00,700032.00,1365074.00
2022,1,1,20169,L2,L2,Lynden Air Cargo Airlines,2,173270.00,173270.00,0.00,0.00,0.00,0.00,173270.00,89444.00,31837.00,121281.00,6455.00,0.00,0.00,133756.00,140211.00,261492.00,294551.00,140211.00,434762.00,452031.00,0.00,452031.00,0.00,0.00,0.00,0.00,452031.00,255541.00,89230.00,344771.00,15151.00,0.00,0.00,372284.00,387435.00,732206.00,796802.00,387435.00,1184237.00
2022,1,1,20177,PFQ,PFQ,Asia Pacific,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,702156.00,0.00,0.00,702156.00,702156.00,0.00,702156.00,702156.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1737825.00,0.00,0.00,1737825.00,1737825.00,0.00,1737825.00,1737825.00
2022,1,1,20195,WI,WI,Sky Lease Cargo,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,501688.00,0.00,501688.00,501688.00,0.00,501688.00,501688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1266982.00,0.00,1266982.00,1266982.00,0.00,1266982.00,1266982.00
2022,1,1,20304,OO,OO,SkyWest Airlines Inc.,3,0.00,2606894.00,0.00,0.00,0.00,0.00,2606894.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2606894.00,0.00,2606894.00,0.00,8021029.00,8021029.00,0.00,0.00,0.00,0.00,8021029.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8021029.00,0.00,8021029.00
2022,1,1,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51762.00,51762.00,0.00,0.00,440806.00,0.00,440806.00,492568.00,51762.00,440806.00,492568.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127169.00,127169.00,0.00,0.00,1082975.00,0.00,1082975.00,1210144.00,127169.00,1082975.00,1210144.00
2022,1,1,20363,9E,9E,Endeavor Air Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20368,G4,G4,Allegiant Air,3,0.00,14784884.00,0.00,0.00,0.00,0.00,14784884.00,0.00,265133.00,265133.00,11851.00,0.00,65769.00,0.00,77620.00,342753.00,15050017.00,77620.00,15127637.00,0.00,39187923.00,39187923.00,0.00,0.00,0.00,0.00,39187923.00,0.00,727907.00,727907.00,34955.00,0.00,180132.00,0.00,215087.00,942994.00,39915830.00,215087.00,40130917.00
2022,1,1,20370,KAQ,KAQ,Kalitta Air LLC,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5079987.00,5079987.00,522055.00,7737633.00,760265.00,194142.00,9214095.00,14294082.00,5079987.00,9214095.00,14294082.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11987429.00,11987429.00,1153534.00,16630370.00,1825731.00,512513.00,20122148.00,32109577.00,11987429.00,20122148.00,32109577.00
2022,1,1,20372,KLQ,KLQ,Kalitta Charters II,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,77715.00,77715.00,6470.00,0.00,38694.00,0.00,45164.00,122879.00,77715.00,45164.00,122879.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228844.00,228844.00,26408.00,0.00,127682.00,0.00,154090.00,382934.00,228844.00,154090.00,382934.00
2022,1,1,20377,X9,X9,Omni Air International LLC,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272767.00,272767.00,473215.00,0.00,547489.00,3158374.00,4179078.00,4451845.00,272767.00,4179078.00,4451845.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704556.00,704556.00,1238674.00,0.00,1413731.00,9057207.00,11709612.00,12414168.00,704556.00,11709612.00,12414168.00
2022,1,1,20378,YV,YV,Mesa Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20397,OH,OH,PSA Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20398,MQ,MQ,Envoy Air,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20401,3M,3M,Silver Airways,1,0.00,179751.00,90259.00,0.00,0.00,90259.00,270010.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179751.00,90259.00,270010.00,0.00,439807.00,439807.00,233336.00,0.00,0.00,233336.00,673143.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,439807.00,233336.00,673143.00
2022,1,1,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207480.00,207480.00,0.00,327863.00,0.00,0.00,327863.00,535343.00,207480.00,327863.00,535343.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,456163.00,456163.00,0.00,730879.00,0.00,0.00,730879.00,1187042.00,456163.00,730879.00,1187042.00
2022,1,1,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,278399.00,278399.00,0.00,0.00,0.00,0.00,278399.00,18688.00,225194.00,243882.00,0.00,0.00,0.00,0.00,0.00,243882.00,522281.00,0.00,522281.00,813956.00,0.00,813956.00,0.00,0.00,0.00,0.00,813956.00,54638.00,658401.00,713039.00,0.00,0.00,0.00,0.00,0.00,713039.00,1526995.00,0.00,1526995.00
2022,1,1,20409,B6,B6,JetBlue Airways,3,0.00,45010727.00,689172.00,0.00,15262493.00,15951665.00,60962392.00,0.00,24985.00,24985.00,0.00,0.00,0.00,0.00,0.00,24985.00,45035712.00,15951665.00,60987377.00,0.00,110688472.00,110688472.00,1694783.00,0.00,37532877.00,39227660.00,149916132.00,0.00,57549.00,57549.00,0.00,0.00,0.00,0.00,0.00,57549.00,110746021.00,39227660.00,149973681.00
2022,1,1,20416,NK,NK,Spirit Air Lines,3,0.00,34393776.00,0.00,0.00,5981468.00,5981468.00,40375244.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34393776.00,5981468.00,40375244.00,0.00,87961938.00,87961938.00,0.00,0.00,15297579.00,15297579.00,103259517.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,87961938.00,15297579.00,103259517.00
2022,1,1,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,0.00,5484407.00,0.00,0.00,1504851.00,1504851.00,6989258.00,0.00,672065.00,672065.00,0.00,0.00,225879.00,34031.00,259910.00,931975.00,6156472.00,1764761.00,7921233.00,0.00,14344531.00,14344531.00,0.00,0.00,4098189.00,4098189.00,18442720.00,0.00,1648780.00,1648780.00,0.00,0.00,558576.00,101877.00,660453.00,2309233.00,15993311.00,4758642.00,20751953.00
2022,1,1,20427,PT,PT,Piedmont Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20436,F9,F9,Frontier Airlines Inc.,3,0.00,20180269.00,0.00,0.00,3375941.00,3375941.00,23556210.00,0.00,1836.00,1836.00,0.00,0.00,9182.00,0.00,9182.00,11018.00,20182105.00,3385123.00,23567228.00,0.00,46832504.00,46832504.00,0.00,0.00,8353937.00,8353937.00,55186441.00,0.00,1.00,1.00,0.00,0.00,5.00,0.00,5.00,6.00,46832505.00,8353942.00,55186447.00
2022,1,1,20445,C5,C5,"Commutair Aka Champlain Enterprises, Inc.",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,20447,U7,U7,USA Jet Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,686386.00,686386.00,0.00,0.00,24004.00,0.00,24004.00,710390.00,686386.00,24004.00,710390.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1741313.00,1741313.00,0.00,0.00,76496.00,0.00,76496.00,1817809.00,1741313.00,76496.00,1817809.00
2022,1,1,20452,YX,YX,Republic Airline,3,0.00,35754.00,0.00,0.00,0.00,0.00,35754.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35754.00,0.00,35754.00,0.00,114846.00,114846.00,0.00,0.00,0.00,0.00,114846.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,114846.00,0.00,114846.00
2022,1,1,20453,ABX,ABX,ABX Air Inc,2,0.00,55884.00,0.00,0.00,0.00,0.00,55884.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55884.00,0.00,55884.00,0.00,138728.00,138728.00,0.00,0.00,0.00,0.00,138728.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138728.00,0.00,138728.00
2022,1,1,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1307608.00,1307608.00,18216.00,0.00,140016.00,0.00,158232.00,1465840.00,1307608.00,158232.00,1465840.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4896578.00,4896578.00,62516.00,0.00,419462.00,0.00,481978.00,5378556.00,4896578.00,481978.00,5378556.00
2022,1,1,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0.00,0.00,0.00,0.00,786450.00,786450.00,786450.00,0.00,160326.00,160326.00,10275.00,0.00,5625.00,0.00,15900.00,176226.00,160326.00,802350.00,962676.00,0.00,0.00,0.00,0.00,0.00,2251478.00,2251478.00,2251478.00,0.00,458987.00,458987.00,29416.00,0.00,16103.00,0.00,45519.00,504506.00,458987.00,2296997.00,2755984.00
2022,1,1,21577,1TQ,1TQ,Rhoades Aviation dba Transair,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,21629,KD,KD,Western Global,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1754732.00,1427561.00,3182293.00,0.00,2432507.00,0.00,149068.00,2581575.00,5763868.00,3182293.00,2581575.00,5763868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4170691.00,3669928.00,7840619.00,0.00,5265524.00,0.00,386796.00,5652320.00,13492939.00,7840619.00,5652320.00,13492939.00
2022,1,1,21634,KH,KH,Aloha Air Cargo,2,0.00,1700467.00,0.00,0.00,0.00,0.00,1700467.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1700467.00,0.00,1700467.00,0.00,4400439.00,4400439.00,0.00,0.00,0.00,0.00,4400439.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4400439.00,0.00,4400439.00
2022,1,1,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,21712,2HQ,2HQ,Elite Airways LLC,2,0.00,54231.00,0.00,0.00,0.00,0.00,54231.00,0.00,62064.00,62064.00,0.00,0.00,0.00,0.00,0.00,62064.00,116295.00,0.00,116295.00,0.00,168365.00,168365.00,0.00,0.00,0.00,0.00,168365.00,0.00,297019.00,297019.00,0.00,0.00,0.00,0.00,0.00,297019.00,465384.00,0.00,465384.00
2022,1,1,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,1,21979,3FQ,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,911644.00,911644.00,17640.00,0.00,44582.00,0.00,62222.00,973866.00,911644.00,62222.00,973866.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4079511.00,4079511.00,77253.00,0.00,210784.00,0.00,288037.00,4367548.00,4079511.00,288037.00,4367548.00
2022,1,1,22080,MX,MX,Breeze Aviation Group DBA  Breeze,1,0.00,778030.00,0.00,0.00,0.00,0.00,778030.00,0.00,87500.00,87500.00,0.00,0.00,0.00,0.00,0.00,87500.00,865530.00,0.00,865530.00,0.00,2884519.00,2884519.00,0.00,0.00,0.00,0.00,2884519.00,0.00,324403.00,324403.00,0.00,0.00,0.00,0.00,0.00,324403.00,3208922.00,0.00,3208922.00
2022,1,2,19393,WN,WN,Southwest Airlines Co.,3,0.00,133364136.00,0.00,0.00,1789234.00,1789234.00,135153370.00,0.00,12792.00,12792.00,0.00,0.00,0.00,0.00,0.00,12792.00,133376928.00,1789234.00,135166162.00,0.00,274889699.00,274889699.00,0.00,0.00,5384328.00,5384328.00,280274027.00,0.00,36198.00,36198.00,0.00,0.00,0.00,0.00,0.00,36198.00,274925897.00,5384328.00,280310225.00
2022,1,2,19687,QX,QX,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2022,1,2,19690,HA,HA,Hawaiian Airlines Inc.,3,0.00,14624574.00,0.00,1776810.00,0.00,1776810.00,16401384.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14624574.00,1776810.00,16401384.00,0.00,37647540.00,37647540.00,0.00,4413083.00,0.00,4413083.00,42060623.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37647540.00,4413083.00,42060623.00
2022,1,2,19790,DL,DL,Delta Air Lines Inc.,3,0.00,140764135.00,25741871.00,6588969.00,21948507.00,54279347.00,195043482.00,0.00,1415411.00,1415411.00,72011.00,718220.00,15121.00,0.00,805352.00,2220763.00,142179546.00,55084699.00,197264245.00,0.00,396729476.00,396729476.00,72550858.00,18570342.00,61859647.00,152980847.00,549710323.00,0.00,3989191.00,3989191.00,202955.00,2024230.00,42617.00,0.00,2269802.00,6258993.00,400718667.00,155250649.00,555969316.00
2022,1,2,19805,AA,AA,American Airlines Inc.,3,0.00,141625252.00,29797014.00,3707533.00,39747612.00,73252159.00,214877411.00,0.00,359784.00,359784.00,72243.00,2339783.00,45071.00,0.00,2457097.00,2816881.00,141985036.00,75709256.00,217694292.00,0.00,357053991.00,357053991.00,76284132.00,9032898.00,105187361.00,190504391.00,547558382.00,0.00,901299.00,901299.00,190110.00,5726992.00,130908.00,0.00,6048010.00,6949309.00,357955290.00,196552401.00,554507691.00
2022,1,2,19874,8C,8C,Air Transport International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183627.00,183627.00,0.00,45344.00,0.00,423114.00,468458.00,652085.00,183627.00,468458.00,652085.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,635852.00,635852.00,0.00,149476.00,0.00,1245148.00,1394624.00,2030476.00,635852.00,1394624.00,2030476.00
2022,1,2,19917,5X,5X,United Parcel Service,3,0.00,45018000.00,14231000.00,16370000.00,3056000.00,33657000.00,78675000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45018000.00,33657000.00,78675000.00,0.00,120302000.00,120302000.00,36462000.00,40091000.00,8259000.00,84812000.00,205114000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120302000.00,84812000.00,205114000.00
2022,1,2,19930,AS,AS,Alaska Airlines Inc.,3,1373012.00,44112300.00,0.00,0.00,1360419.00,1360419.00,45472719.00,102285.00,48961.00,151246.00,0.00,0.00,0.00,0.00,0.00,151246.00,44263546.00,1360419.00,45623965.00,3426322.00,120544907.00,123971229.00,0.00,0.00,4251187.00,4251187.00,128222416.00,255250.00,121382.00,376632.00,0.00,0.00,0.00,0.00,0.00,376632.00,124347861.00,4251187.00,128599048.00
2022,1,2,19977,UA,UA,United Air Lines Inc.,3,0.00,116395919.00,34668321.00,17613815.00,29033484.00,81315620.00,197711539.00,0.00,800479.00,800479.00,3774.00,155864.00,22668.00,271858.00,454164.00,1254643.00,117196398.00,81769784.00,198966182.00,0.00,303536348.00,303536348.00,88635113.00,43517963.00,79465800.00,211618876.00,515155224.00,0.00,2067830.00,2067830.00,12286.00,371249.00,61525.00,748036.00,1193096.00,3260926.00,305604178.00,212811972.00,518416150.00
