YEAR,QUARTER,MONTH,AIRLINE_ID,UNIQUE_CARRIER,CARRIER,CARRIER_NAME,CARRIER_GROUP_NEW,SALA_GALLONS,SDOMT_GALLONS,SATL_GALLONS,SPAC_GALLONS,SLAT_GALLONS,SINT_GALLONS,TS_GALLONS,NALA_GALLONS,NDOM_GALLONS,NDOMT_GALLONS,NATL_GALLONS,NPAC_GALLONS,NLAT_GALLONS,MAC_GALLONS,NINT_GALLONS,TN_GALLONS,TDOMT_GALLONS,TINT_GALLONS,TOTAL_GALLONS,SALA_COST,SDOM_COST,SDOMT_COST,SATL_COST,SPAC_COST,SLAT_COST,SINT_COST,TS_COST,NALA_COST,NDOM_COST,NDOMT_COST,NATL_COST,NPAC_COST,NLAT_COST,MAC_COST,NINT_COST,TN_COST,TDOMT_COST,TINT_COST,TOTAL_COST
2020,1,1,20107,FX,FX,Federal Express Corporation,3,0.00,56221302.00,15652994.00,21419437.00,1969885.00,39042316.00,95263618.00,492.00,1423437.00,1423929.00,113015.00,169318.00,1754.00,617137.00,901224.00,2325153.00,57645231.00,39943540.00,97588771.00,0.00,109113000.00,109113000.00,29867000.00,41649000.00,4112000.00,75628000.00,184741000.00,977.00,2836000.00,2836977.00,194000.00,336000.00,4000.00,1614000.00,2148000.00,4984977.00,111949977.00,77776000.00,189725977.00
2020,1,1,20108,NC,NC,Northern Air Cargo Inc.,1,0.00,363383.00,0.00,0.00,0.00,0.00,363383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363383.00,0.00,363383.00,0.00,709214.00,709214.00,0.00,0.00,0.00,0.00,709214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709214.00,0.00,709214.00
2020,1,1,20151,M6,M6,Amerijet International,2,0.00,0.00,0.00,0.00,1140886.00,1140886.00,1140886.00,0.00,887493.00,887493.00,0.00,0.00,86657.00,0.00,86657.00,974150.00,887493.00,1227543.00,2115036.00,0.00,0.00,0.00,0.00,0.00,2408787.00,2408787.00,2408787.00,0.00,1873791.00,1873791.00,0.00,0.00,182962.00,0.00,182962.00,2056753.00,1873791.00,2591749.00,4465540.00
2020,1,1,20166,GFQ,GFQ,Gulf And Caribbean Cargo,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,103933.00,103933.00,0.00,0.00,79258.00,0.00,79258.00,183191.00,103933.00,79258.00,183191.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,280000.00,280000.00,0.00,0.00,219816.00,0.00,219816.00,499816.00,280000.00,219816.00,499816.00
2020,1,1,20169,L2,L2,Lynden Air Cargo Airlines,2,128242.00,128242.00,0.00,0.00,0.00,0.00,128242.00,103026.00,34562.00,137588.00,0.00,36174.00,0.00,0.00,36174.00,173762.00,265830.00,36174.00,302004.00,289575.00,0.00,289575.00,0.00,0.00,0.00,0.00,289575.00,272197.00,79349.00,351546.00,0.00,111636.00,0.00,0.00,111636.00,463182.00,641121.00,111636.00,752757.00
2020,1,1,20177,PFQ,PFQ,Asia Pacific,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,373016.00,0.00,0.00,373016.00,373016.00,0.00,373016.00,373016.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,790823.00,0.00,0.00,790823.00,790823.00,0.00,790823.00,790823.00
2020,1,1,20190,9S,9S,Southern Air Inc.,2,0.00,1842484.00,1881647.00,5991703.00,2265.00,7875615.00,9718099.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1842484.00,7875615.00,9718099.00,0.00,3979796.00,3979796.00,4416393.00,12237278.00,4979.00,16658650.00,20638446.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3979796.00,16658650.00,20638446.00
2020,1,1,20195,WI,WI,Sky Lease Cargo,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20304,OO,OO,SkyWest Airlines Inc.,3,0.00,8238022.00,0.00,0.00,0.00,0.00,8238022.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8238022.00,0.00,8238022.00,0.00,19840048.00,19840048.00,0.00,0.00,0.00,0.00,19840048.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19840048.00,0.00,19840048.00
2020,1,1,20310,WL,WL,"Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airlines",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42582.00,42582.00,0.00,0.00,116373.00,0.00,116373.00,158955.00,42582.00,116373.00,158955.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97654.00,97654.00,0.00,0.00,266880.00,0.00,266880.00,364534.00,97654.00,266880.00,364534.00
2020,1,1,20363,9E,9E,Endeavor Air Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20366,EV,EV,ExpressJet Airlines LLC,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20368,G4,G4,Allegiant Air,3,0.00,14063269.00,0.00,0.00,0.00,0.00,14063269.00,0.00,470187.00,470187.00,0.00,0.00,55686.00,0.00,55686.00,525873.00,14533456.00,55686.00,14589142.00,0.00,30876057.00,30876057.00,0.00,0.00,0.00,0.00,30876057.00,0.00,1095638.00,1095638.00,0.00,0.00,133172.00,0.00,133172.00,1228810.00,31971695.00,133172.00,32104867.00
2020,1,1,20370,KAQ,KAQ,Kalitta Air LLC,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2422709.00,2422709.00,815818.00,1405676.00,489441.00,1580346.00,4291281.00,6713990.00,2422709.00,4291281.00,6713990.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4989116.00,4989116.00,1624046.00,2964555.00,946389.00,4110107.00,9645097.00,14634213.00,4989116.00,9645097.00,14634213.00
2020,1,1,20372,KLQ,KLQ,Kalitta Charters II,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46434.00,46434.00,0.00,0.00,7061.00,0.00,7061.00,53495.00,46434.00,7061.00,53495.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123231.00,123231.00,0.00,0.00,21142.00,0.00,21142.00,144373.00,123231.00,21142.00,144373.00
2020,1,1,20377,X9,X9,Omni Air International LLC,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,649713.00,649713.00,0.00,301926.00,0.00,2387875.00,2689801.00,3339514.00,649713.00,2689801.00,3339514.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1706798.00,1706798.00,0.00,775557.00,0.00,6180086.00,6955643.00,8662441.00,1706798.00,6955643.00,8662441.00
2020,1,1,20378,YV,YV,Mesa Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20397,OH,OH,PSA Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20398,MQ,MQ,Envoy Air,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20401,3M,3M,Silver Airways,1,,320067.00,84198.00,0.00,0.00,84198.00,404265.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320067.00,84198.00,404265.00,0.00,648866.00,648866.00,177542.00,0.00,0.00,177542.00,826408.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,648866.00,177542.00,826408.00
2020,1,1,20402,GL,GL,Miami Air International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267291.00,267291.00,36719.00,0.00,122398.00,44879.00,203996.00,471287.00,267291.00,203996.00,471287.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,728168.00,728168.00,100032.00,0.00,333442.00,122262.00,555736.00,1283904.00,728168.00,555736.00,1283904.00
2020,1,1,20405,N8,N8,National Air Cargo Group Inc d/ba National Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3474.00,3474.00,69162.00,30855.00,27410.00,88496.00,215923.00,219397.00,3474.00,215923.00,219397.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11231.00,11231.00,202680.00,90420.00,80325.00,259338.00,632763.00,643994.00,11231.00,632763.00,643994.00
2020,1,1,20408,5V,5V,Tatonduk Outfitters Limited d/b/a Everts Air Alaska and Everts Air Cargo,1,258782.00,258782.00,0.00,0.00,0.00,0.00,258782.00,33761.00,8949.00,42710.00,0.00,0.00,0.00,0.00,0.00,42710.00,301492.00,0.00,301492.00,681255.00,0.00,681255.00,0.00,0.00,0.00,0.00,681255.00,88877.00,23559.00,112436.00,0.00,0.00,0.00,0.00,0.00,112436.00,793691.00,0.00,793691.00
2020,1,1,20409,B6,B6,JetBlue Airways,3,0.00,57922947.00,0.00,0.00,13912279.00,13912279.00,71835226.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57922947.00,13912279.00,71835226.00,0.00,122393395.00,122393395.00,0.00,0.00,29397175.00,29397175.00,151790570.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122393395.00,29397175.00,151790570.00
2020,1,1,20416,NK,NK,Spirit Air Lines,3,0.00,35604732.00,0.00,0.00,4266188.00,4266188.00,39870920.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35604732.00,4266188.00,39870920.00,0.00,76233000.00,76233000.00,0.00,0.00,9134301.00,9134301.00,85367301.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,76233000.00,9134301.00,85367301.00
2020,1,1,20422,SY,SY,Sun Country Airlines d/b/a MN Airlines,2,0.00,3828515.00,0.00,0.00,1324982.00,1324982.00,5153497.00,0.00,821900.00,821900.00,0.00,0.00,124477.00,17149.00,141626.00,963526.00,4650415.00,1466608.00,6117023.00,0.00,5721978.00,5721978.00,0.00,0.00,2105006.00,2105006.00,7826984.00,0.00,1047261.00,1047261.00,0.00,0.00,85006.00,46463.00,131469.00,1178730.00,6769239.00,2236475.00,9005714.00
2020,1,1,20436,F9,F9,Frontier Airlines Inc.,3,0.00,24322291.00,0.00,0.00,1283862.00,1283862.00,25606153.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24322291.00,1283862.00,25606153.00,0.00,46847127.00,46847127.00,0.00,0.00,2693299.00,2693299.00,49540426.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46847127.00,2693299.00,49540426.00
2020,1,1,20447,U7,U7,USA Jet Airlines Inc.,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,185322.00,185322.00,0.00,0.00,11206.00,0.00,11206.00,196528.00,185322.00,11206.00,196528.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,365826.00,365826.00,0.00,0.00,33299.00,0.00,33299.00,399125.00,365826.00,33299.00,399125.00
2020,1,1,20452,YX,YX,Republic Airline,3,0.00,12582.00,0.00,0.00,0.00,0.00,12582.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12582.00,0.00,12582.00,0.00,27315.00,27315.00,0.00,0.00,0.00,0.00,27315.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27315.00,0.00,27315.00
2020,1,1,20453,ABX,ABX,ABX Air Inc,2,0.00,162371.00,0.00,0.00,0.00,0.00,162371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,162371.00,0.00,162371.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,20500,G7,G7,GoJet Airlines LLC d/b/a United Express,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,21161,09Q,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1695771.00,1695771.00,24080.00,0.00,521439.00,0.00,545519.00,2241290.00,1695771.00,545519.00,2241290.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3319919.00,3319919.00,52263.00,0.00,939880.00,0.00,992143.00,4312062.00,3319919.00,992143.00,4312062.00
2020,1,1,21167,CP (2),CP,Compass Airlines,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,21352,0WQ,0WQ,Avjet Corporation,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,21492,1BQ,1BQ,"Eastern Airlines f/k/a Dynamic Airways, LLC",1,0.00,0.00,0.00,0.00,43567.00,43567.00,43567.00,0.00,52955.00,52955.00,0.00,0.00,20226.00,0.00,20226.00,73181.00,52955.00,63793.00,116748.00,0.00,0.00,0.00,0.00,0.00,140721.00,140721.00,140721.00,0.00,171045.00,171045.00,0.00,0.00,65330.00,0.00,65330.00,236375.00,171045.00,206051.00,377096.00
2020,1,1,21629,KD,KD,Western Global,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138392.00,444579.00,582971.00,425592.00,277968.00,0.00,207850.00,911410.00,1494381.00,582971.00,911410.00,1494381.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,290573.00,1049443.00,1340016.00,916246.00,608858.00,0.00,483846.00,2008950.00,3348966.00,1340016.00,2008950.00,3348966.00
2020,1,1,21634,KH,KH,Aloha Air Cargo,2,0.00,363383.00,0.00,0.00,0.00,0.00,363383.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,363383.00,0.00,363383.00,0.00,709214.00,709214.00,0.00,0.00,0.00,0.00,709214.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,709214.00,0.00,709214.00
2020,1,1,21652,27Q,27Q,"Jet Aviation Flight Services, Inc.",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,1,21712,2HQ,2HQ,Elite Airways LLC,2,0.00,38748.00,0.00,0.00,0.00,0.00,38748.00,0.00,153653.00,153653.00,0.00,0.00,0.00,0.00,0.00,153653.00,192401.00,0.00,192401.00,0.00,109038.00,109038.00,0.00,0.00,0.00,0.00,109038.00,0.00,675730.00,675730.00,0.00,0.00,0.00,0.00,0.00,675730.00,784768.00,0.00,784768.00
2020,1,1,21974,3EQ,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,2,19393,WN,WN,Southwest Airlines Co.,3,0.00,150485066.00,0.00,0.00,1444506.00,1444506.00,151929572.00,0.00,53115.00,53115.00,0.00,0.00,0.00,0.00,0.00,53115.00,150538181.00,1444506.00,151982687.00,0.00,276788269.00,276788269.00,0.00,0.00,3038181.00,3038181.00,279826450.00,0.00,97475.00,97475.00,0.00,0.00,0.00,0.00,0.00,97475.00,276885744.00,3038181.00,279923925.00
2020,1,2,19687,QX,QX,Horizon Air,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2020,1,2,19690,HA,HA,Hawaiian Airlines Inc.,3,0.00,14964903.00,0.00,6761334.00,0.00,6761334.00,21726237.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14964903.00,6761334.00,21726237.00,0.00,25296269.00,25296269.00,0.00,11788378.00,0.00,11788378.00,37084647.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25296269.00,11788378.00,37084647.00
2020,1,2,19790,DL,DL,Delta Air Lines Inc.,3,0.00,166585709.00,45296030.00,18145614.00,26527911.00,89969555.00,256555264.00,0.00,1536928.00,1536928.00,405339.00,192771.00,9329.00,0.00,607439.00,2144367.00,168122637.00,90576994.00,258699631.00,0.00,320062266.00,320062266.00,87027574.00,34863292.00,50968257.00,172859123.00,492921389.00,0.00,2952911.00,2952911.00,778781.00,370373.00,17925.00,0.00,1167079.00,4119990.00,323015177.00,174026202.00,497041379.00
2020,1,2,19805,AA,AA,American Airlines Inc.,3,0.00,173317196.00,34123933.00,8742576.00,46314837.00,89181346.00,262498542.00,0.00,258730.00,258730.00,35367.00,15779.00,118197.00,0.00,169343.00,428073.00,173575926.00,89350689.00,262926615.00,0.00,295333134.00,295333134.00,58749747.00,15369702.00,85207134.00,159326583.00,454659717.00,0.00,433162.00,433162.00,61567.00,26353.00,221558.00,0.00,309478.00,742640.00,295766296.00,159636061.00,455402357.00
2020,1,2,19874,8C,8C,Air Transport International,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33535.00,33535.00,0.00,0.00,0.00,676016.00,676016.00,709551.00,33535.00,676016.00,709551.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82438.00,82438.00,0.00,0.00,0.00,1832748.00,1832748.00,1915186.00,82438.00,1832748.00,1915186.00
2020,1,2,19917,5X,5X,United Parcel Service,3,0.00,41755000.00,10097000.00,11354000.00,2818000.00,24269000.00,66024000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41755000.00,24269000.00,66024000.00,0.00,69289000.00,69289000.00,17681000.00,20746000.00,5083000.00,43510000.00,112799000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69289000.00,43510000.00,112799000.00
2020,1,2,19930,AS,AS,Alaska Airlines Inc.,3,1570066.00,53044610.00,0.00,0.00,1380648.00,1380648.00,54425258.00,111037.00,47329.00,158366.00,0.00,0.00,0.00,0.00,0.00,158366.00,53202976.00,1380648.00,54583624.00,2744971.00,100415394.00,103160365.00,0.00,0.00,3047998.00,3047998.00,106208363.00,194128.00,81787.00,275915.00,0.00,0.00,0.00,0.00,0.00,275915.00,103436280.00,3047998.00,106484278.00
2020,1,2,19977,UA,UA,United Air Lines Inc.,3,0.00,127749152.00,55818032.00,33824575.00,30037859.00,119680466.00,247429618.00,0.00,916737.00,916737.00,74937.00,530444.00,8903.00,0.00,614284.00,1531021.00,128665889.00,120294750.00,248960639.00,0.00,221658513.00,221658513.00,99963454.00,62122406.00,56320827.00,218406687.00,440065200.00,0.00,1596388.00,1596388.00,156302.00,978573.00,14091.00,0.00,1148966.00,2745354.00,223254901.00,219555653.00,442810554.00
2020,1,2,20007,5Y,5Y,Atlas Air Inc.,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12530584.00,12530584.00,4534534.00,9029351.00,3794677.00,5170297.00,22528859.00,35059443.00,12530584.00,22528859.00,35059443.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25467156.00,25467156.00,10531811.00,18754491.00,6332937.00,13494475.00,49113714.00,74580870.00,25467156.00,49113714.00,74580870.00
